Plant,Water_source_type,Irrigation_frequency (times/week),Water_usage_efficiency,Frost_risk,TimestampPerWeek
pigeonpeas,Recycled,1,3.42941859660761,76.2766820819296,2025-01-12
pigeonpeas,Recycled,3,3.96337698302888,5.30877892417463,2025-01-12
pigeonpeas,Groundwater,3,2.53559684797345,72.3537854345722,2025-01-19
pigeonpeas,Recycled,3,4.40380454655578,69.726573343706,2025-01-19
pigeonpeas,Recycled,4,2.55825693743924,83.0743313261034,2025-01-19
pigeonpeas,River,5,3.25051750684538,64.8903565547641,2025-01-19
pigeonpeas,River,3,3.09314472568338,11.2934451452954,2025-01-19
pigeonpeas,Recycled,3,4.85168285476769,18.5040023381821,2025-01-19
pigeonpeas,River,2,2.66087823971739,35.917539817964,2025-01-19
pigeonpeas,Groundwater,5,3.16846385133741,83.2519199758872,2025-01-26
pigeonpeas,River,6,3.39594230758876,39.3529866570647,2025-01-26
pigeonpeas,Groundwater,4,3.32820303912284,42.1312477187131,2025-01-26
pigeonpeas,River,3,2.28111211542057,14.3169112844326,2025-01-26
pigeonpeas,River,4,3.15271124720269,77.1905070361797,2025-01-26
pigeonpeas,River,1,3.14929454273407,54.0536332329944,2025-01-26
pigeonpeas,Recycled,3,1.57118208624842,25.2012703831253,2025-01-26
pigeonpeas,Recycled,6,3.27577422178419,90.5757617042933,2025-02-02
pigeonpeas,Recycled,3,1.8594587371505,95.7129471358023,2025-02-02
pigeonpeas,Recycled,1,3.5068726859579,57.4804777410107,2025-02-02
pigeonpeas,River,1,4.67005774441063,28.6696075125703,2025-02-02
pigeonpeas,River,1,4.84633310560639,82.1843321215376,2025-02-02
pigeonpeas,River,4,2.14727575818552,76.6305442324317,2025-02-02
pigeonpeas,Groundwater,3,2.93199443112225,29.9430090232409,2025-02-02
pigeonpeas,Recycled,5,1.30935970879441,93.134871817826,2025-02-09
pigeonpeas,Groundwater,3,1.86260270020459,69.0547863082234,2025-02-09
pigeonpeas,Recycled,2,1.56617488554741,23.2027665401675,2025-02-09
pigeonpeas,River,1,3.60860447529225,17.3571859479982,2025-02-09
pigeonpeas,River,4,4.42939472851105,37.4400768109978,2025-02-09
pigeonpeas,Groundwater,5,4.43486973272567,24.8260135655453,2025-02-09
pigeonpeas,Groundwater,4,2.24516546428673,33.7174148828864,2025-02-09
pigeonpeas,Recycled,5,2.84991665246798,3.14860157768833,2025-02-16
pigeonpeas,Recycled,4,1.24294829712345,21.7359437786939,2025-02-16
pigeonpeas,River,2,1.60694382086989,67.937012493285,2025-02-16
pigeonpeas,River,2,1.76828270635293,33.4226666615306,2025-02-16
pigeonpeas,Groundwater,1,3.39145653848804,31.461077411969,2025-02-16
pigeonpeas,Recycled,1,3.49897526654782,66.7990857697483,2025-02-16
pigeonpeas,River,4,4.67619481494966,7.96825540587995,2025-02-16
pigeonpeas,Groundwater,2,1.82078392093889,7.51939005938043,2025-02-23
pigeonpeas,River,4,1.27323066392028,29.7946299481759,2025-02-23
pigeonpeas,Recycled,1,4.47239362315247,50.0330299755029,2025-02-23
pigeonpeas,Groundwater,4,1.69083664136635,32.5183729591195,2025-02-23
pigeonpeas,River,1,4.77447184682832,87.3562868427334,2025-02-23
pigeonpeas,Groundwater,6,1.96063721884158,18.5743182824645,2025-02-23
pigeonpeas,River,3,3.78533320250848,83.5929591107894,2025-02-23
pigeonpeas,Groundwater,4,2.90888348592725,47.1327434243671,2025-03-02
pigeonpeas,River,5,3.0798116927372,87.1173836358403,2025-03-02
pigeonpeas,River,4,3.57442134607501,37.7850935431729,2025-03-02
pigeonpeas,Groundwater,1,4.69648463988642,58.3154868082397,2025-03-02
pigeonpeas,River,4,1.08192008981784,46.4712569327581,2025-03-02
pigeonpeas,Groundwater,4,1.5086974737716,80.3820371699949,2025-03-02
pigeonpeas,River,1,3.59868074952027,11.3373159699875,2025-03-02
pigeonpeas,Recycled,4,4.30636415758676,94.3678494232536,2025-03-09
pigeonpeas,Recycled,6,4.00057297101444,59.9685336940202,2025-03-09
pigeonpeas,Groundwater,4,2.75561727504622,75.1061275683873,2025-03-09
pigeonpeas,River,5,1.69946004902338,39.1861551918103,2025-03-09
pigeonpeas,Groundwater,4,1.71249435209614,43.2357374571283,2025-03-09
pigeonpeas,River,2,2.41903333192566,51.9752172524483,2025-03-09
pigeonpeas,Recycled,3,4.15984498974836,36.1736513557376,2025-03-09
pigeonpeas,Groundwater,2,4.09261597244248,43.3516123288021,2025-03-16
pigeonpeas,Groundwater,5,2.66678484524734,47.0760097183666,2025-03-16
pigeonpeas,Groundwater,2,4.07565536862367,71.7853346938312,2025-03-16
pigeonpeas,Groundwater,2,2.9985365943971,43.1496176299978,2025-03-16
pigeonpeas,Recycled,3,1.03974778899105,14.782124127234,2025-03-16
pigeonpeas,River,5,3.49289165875401,5.98838619408166,2025-03-16
pigeonpeas,River,6,2.60822525071136,26.8032050666479,2025-03-16
pigeonpeas,River,2,4.9431497905175,92.1564285535346,2025-03-23
pigeonpeas,Groundwater,5,3.6378899378599,33.0792901467633,2025-03-23
pigeonpeas,Groundwater,5,2.42267731141973,18.4945582290343,2025-03-23
pigeonpeas,Recycled,4,4.35963277967958,69.9251290803783,2025-03-23
pigeonpeas,River,1,4.15544290795005,54.4987123793479,2025-03-23
pigeonpeas,River,5,1.07255644824264,92.2576832569216,2025-03-23
pigeonpeas,Groundwater,6,2.83989635312424,57.4801028007377,2025-03-23
pigeonpeas,Recycled,4,4.01607193358122,99.4792637412091,2025-03-30
pigeonpeas,Groundwater,6,3.51143503241789,26.7361744207344,2025-03-30
pigeonpeas,River,4,3.28210393368088,92.1035165368811,2025-03-30
pigeonpeas,Groundwater,3,4.29122598340385,37.7003345010645,2025-03-30
pigeonpeas,Groundwater,1,4.6962984511536,81.0176973101764,2025-03-30
pigeonpeas,River,2,2.08640302500174,31.2911357510101,2025-03-30
pigeonpeas,Groundwater,2,2.10466824347542,44.3171148201902,2025-03-30
pigeonpeas,Recycled,4,2.58470384507466,85.1221547532771,2025-04-06
pigeonpeas,Groundwater,6,1.50245408267077,60.6267994108364,2025-04-06
pigeonpeas,River,5,1.21983666503088,56.2538954324092,2025-04-06
pigeonpeas,Recycled,5,1.48909453481933,79.0984683373152,2025-04-06
pigeonpeas,Groundwater,5,3.2489262863574,83.293110737625,2025-04-06
pigeonpeas,Recycled,5,2.86707951599643,89.5957133351482,2025-04-06
pigeonpeas,River,3,3.15877107216316,7.04767197000785,2025-04-06
pigeonpeas,River,3,4.18667506021106,8.4472925798584,2025-04-13
pigeonpeas,River,3,3.87224099879707,83.289455549128,2025-04-13
pigeonpeas,Groundwater,4,3.75470248949503,71.3718948864861,2025-04-13
pigeonpeas,Groundwater,1,3.35772507206154,4.0827511909582,2025-04-13
mothbeans,Groundwater,4,1.00417289132788,56.5239426810391,2025-01-05
mothbeans,Recycled,6,2.54883678138643,29.3373326710995,2025-01-05
mothbeans,Recycled,2,1.77319193657279,49.6688465504195,2025-01-05
mothbeans,Recycled,6,2.31454287332808,8.32839670225559,2025-01-05
mothbeans,Recycled,2,3.93890885366006,53.0151193876688,2025-01-05
mothbeans,Recycled,4,3.43729894237788,7.04910933254956,2025-01-12
mothbeans,Recycled,5,1.62397824615637,46.1998462035508,2025-01-12
mothbeans,Groundwater,2,2.85969001722663,9.0044014481608,2025-01-12
mothbeans,Recycled,1,1.26594639065011,35.2366469055072,2025-01-12
mothbeans,Groundwater,6,2.86979059618948,20.1356357253502,2025-01-12
mothbeans,Groundwater,6,4.72144708002484,25.6516372149069,2025-01-12
mothbeans,Recycled,3,3.03979587818301,80.7770864228104,2025-01-12
mothbeans,Recycled,6,3.01781788311347,14.0330013172246,2025-01-19
mothbeans,River,6,3.69671408286827,0.198605987908784,2025-01-19
mothbeans,River,2,3.46161553146187,21.9535047259773,2025-01-19
mothbeans,Groundwater,5,2.35823912932559,88.4433593698437,2025-01-19
mothbeans,Recycled,2,2.95574872343287,68.8656646551499,2025-01-19
mothbeans,River,5,2.72111466488417,9.00773375530837,2025-01-19
mothbeans,Recycled,2,1.516600447783,39.9415860588055,2025-01-19
mothbeans,Recycled,4,2.85586083315684,37.5058496056415,2025-01-26
mothbeans,Groundwater,2,3.25262385686147,91.3698061748502,2025-01-26
mothbeans,Recycled,6,4.42493792134725,7.4547771516823,2025-01-26
mothbeans,Recycled,6,2.53151010212498,17.7945265873906,2025-01-26
mothbeans,Groundwater,6,3.16178219120774,78.1897345329538,2025-01-26
mothbeans,Recycled,1,2.08561507093113,66.3630567879059,2025-01-26
mothbeans,Groundwater,2,1.26052932738873,0.72809466021283,2025-01-26
mothbeans,River,4,2.68475969999257,81.3950620949422,2025-02-02
mothbeans,Groundwater,6,4.59163479217422,58.6077704656783,2025-02-02
mothbeans,River,2,1.90511168246877,66.5822581349033,2025-02-02
mothbeans,Groundwater,6,3.71728495852605,7.37729765282736,2025-02-02
mothbeans,Groundwater,4,2.53412157007133,42.321999889833,2025-02-02
mothbeans,Groundwater,4,3.78571224726848,67.5386677764518,2025-02-02
mothbeans,Groundwater,1,4.44995117029985,76.9798757571411,2025-02-02
mothbeans,River,1,3.05409791602952,26.301965409792,2025-02-09
mothbeans,Groundwater,1,2.5855622341698,43.607699979447,2025-02-09
mothbeans,Recycled,3,4.56102225516505,11.0704557180062,2025-02-09
mothbeans,Recycled,5,2.74315306777308,95.7939303932787,2025-02-09
mothbeans,Recycled,6,4.49895886395163,14.7654755602319,2025-02-09
mothbeans,River,3,1.13416199185244,32.1733294934294,2025-02-09
mothbeans,Recycled,5,1.72352284227215,10.4016994660466,2025-02-09
mothbeans,River,5,2.80128453212141,93.5896797421526,2025-02-16
mothbeans,Recycled,2,1.66082051310108,71.2902252473865,2025-02-16
mothbeans,Groundwater,5,2.74495214859879,13.8764969594018,2025-02-16
mothbeans,Groundwater,1,3.30873703856854,10.4984512360841,2025-02-16
mothbeans,Groundwater,5,4.52412258391009,32.3152751858656,2025-02-16
mothbeans,Recycled,2,1.76993150910875,83.7634283066915,2025-02-16
mothbeans,Groundwater,3,1.38036287982578,18.8230436184633,2025-02-16
mothbeans,Groundwater,6,2.34244783304662,96.019728397727,2025-02-23
mothbeans,River,3,1.78141197696991,86.2072700690447,2025-02-23
mothbeans,Recycled,1,4.65275271687453,51.1825420324917,2025-02-23
mothbeans,Groundwater,3,2.72320638814581,36.5580568430839,2025-02-23
mothbeans,Recycled,2,4.26017790347494,95.5202446960283,2025-02-23
mothbeans,Groundwater,6,4.76811134685315,65.1256786870742,2025-02-23
mothbeans,Groundwater,3,4.97176643447683,30.0838919660479,2025-02-23
mothbeans,River,6,1.97522593117595,98.0636716590419,2025-03-02
mothbeans,Groundwater,6,1.50003364911805,28.3134396532275,2025-03-02
mothbeans,Recycled,3,2.91705525034667,61.589244216053,2025-03-02
mothbeans,Recycled,6,3.81014073177788,45.5952058612258,2025-03-02
mothbeans,Groundwater,3,3.54594693826349,52.9152984728686,2025-03-02
mothbeans,Groundwater,3,2.50245413911595,55.9614813209446,2025-03-02
mothbeans,Groundwater,6,2.89331505384799,53.4139836495221,2025-03-02
mothbeans,River,3,4.2276816125756,81.2576007166857,2025-03-09
mothbeans,Groundwater,2,3.20756556913783,31.7270804357221,2025-03-09
mothbeans,Groundwater,4,3.65361232311194,20.2864542079029,2025-03-09
mothbeans,Groundwater,2,3.98343604832463,65.2898618207889,2025-03-09
mothbeans,Groundwater,4,3.65485031131669,4.50697540576727,2025-03-09
mothbeans,River,3,4.89415561160169,49.5250925803932,2025-03-09
mothbeans,Recycled,3,4.60368960045678,31.4668718724841,2025-03-09
mothbeans,River,4,1.99460412395173,14.2657198738217,2025-03-16
mothbeans,River,3,1.98222840531325,52.1561998973404,2025-03-16
mothbeans,Groundwater,6,2.71925488465937,23.3450262756155,2025-03-16
mothbeans,River,2,4.71848053129937,89.68950029693,2025-03-16
mothbeans,River,4,1.5597211034893,12.1309736134268,2025-03-16
mothbeans,Recycled,2,4.11424702869482,11.4410412178343,2025-03-16
mothbeans,Groundwater,3,4.74757054331491,97.5058475308854,2025-03-16
mothbeans,Groundwater,1,3.64984010308597,17.912191934681,2025-03-23
mothbeans,Recycled,5,1.14711413970805,75.5563186852079,2025-03-23
mothbeans,Groundwater,1,1.93553130130437,60.5878804624096,2025-03-23
mothbeans,Groundwater,3,4.72197706782006,66.1657712765903,2025-03-23
mothbeans,River,3,4.33362250421084,98.0035539334763,2025-03-23
mothbeans,River,4,4.90842132272296,45.7134007267451,2025-03-23
mothbeans,River,3,4.80063601770443,19.5736563299268,2025-03-23
mothbeans,Recycled,1,3.34685905362465,49.670481771368,2025-03-30
mothbeans,Recycled,3,2.74516062524287,7.68864797645452,2025-03-30
mothbeans,Recycled,5,3.46698043520403,47.6163488248712,2025-03-30
mothbeans,River,1,3.62875226756379,32.8178598559262,2025-03-30
mothbeans,Recycled,5,1.43927629648373,0.106040337665691,2025-03-30
mothbeans,Recycled,2,2.75235822426492,38.331261826049,2025-03-30
mothbeans,River,1,2.98512395027603,78.2122866178849,2025-03-30
mothbeans,River,5,4.58624482958839,38.9190989028444,2025-04-06
mothbeans,Groundwater,2,1.97462415549291,96.2673809426201,2025-04-06
mothbeans,River,6,4.1727630654518,34.5982872431589,2025-04-06
mothbeans,Groundwater,4,4.02071257618747,72.2662750380885,2025-04-06
mothbeans,Recycled,4,3.59725571825024,23.9217913930505,2025-04-06
mothbeans,River,5,2.75015067816575,89.6266359440786,2025-04-06
mothbeans,Recycled,6,1.70073944574237,43.8618682751889,2025-04-06
mothbeans,River,2,3.58436934158851,19.4389755347587,2025-04-13
mothbeans,Groundwater,1,4.45340279624936,25.4598502812389,2025-04-13
mothbeans,River,4,3.98857938045885,25.8633362921757,2025-04-13
mothbeans,River,6,3.42136743501457,23.5431216367362,2025-04-13
mungbean,Recycled,6,3.78494784095492,64.9861340252989,2025-04-13
mungbean,Groundwater,1,2.92554155205705,16.5237709264739,2025-04-13
mungbean,Recycled,6,4.97694412286935,48.1110999715028,2025-04-13
mungbean,Recycled,5,4.4479983062326,10.1995042552581,2025-04-20
mungbean,River,1,2.89160953634752,76.5648601766999,2025-04-20
mungbean,Groundwater,5,4.45157532223106,63.2184975037486,2025-04-20
mungbean,Groundwater,1,4.59866415754044,99.9392715862463,2025-04-20
mungbean,Recycled,3,2.20091019341582,38.5426253509968,2025-04-20
mungbean,Groundwater,6,2.50988397559818,91.5259707514459,2025-04-20
mungbean,River,1,2.36550950411282,79.2926333564102,2025-04-20
mungbean,Groundwater,3,4.5615315437302,61.4978330730095,2025-04-27
mungbean,Recycled,5,4.23218000990313,61.5508344325759,2025-04-27
mungbean,Recycled,2,4.07516878160862,6.29767610623229,2025-04-27
mungbean,Groundwater,2,3.99507882740395,18.2419002103103,2025-04-27
mungbean,Groundwater,2,1.41395397095979,75.5941699636121,2025-04-27
mungbean,River,3,4.97501139422112,27.3303652839426,2025-04-27
mungbean,Recycled,3,3.31067261050602,14.8834741217463,2025-04-27
mungbean,Groundwater,5,1.25580028517813,25.6945981065834,2025-05-04
mungbean,Recycled,5,2.16132097575002,25.2827142927847,2025-05-04
mungbean,Recycled,6,1.89097560124233,49.1508719864539,2025-05-04
mungbean,Groundwater,5,2.47933882497415,98.7507579063931,2025-05-04
mungbean,Recycled,5,3.91353820996844,99.0122634472135,2025-05-04
mungbean,Recycled,3,2.45110411970849,82.1864731829985,2025-05-04
mungbean,Groundwater,5,3.07370564197707,86.9602969335154,2025-05-04
mungbean,Recycled,1,3.1265811018397,35.2540748509602,2025-05-11
mungbean,River,2,3.36737026381666,58.7356127891927,2025-05-11
mungbean,Recycled,1,3.75383446042922,37.4269222873916,2025-05-11
mungbean,Recycled,6,4.76154285771024,14.1790065340163,2025-05-11
mungbean,Recycled,5,3.3903924787398,67.329217220767,2025-05-11
mungbean,Recycled,6,3.11552333592523,4.89307519662373,2025-05-11
mungbean,River,6,3.65132144627528,21.0522099238693,2025-05-11
mungbean,Groundwater,1,3.99253611695398,90.0958364253623,2025-05-18
mungbean,River,4,4.40616846719488,78.4766116973731,2025-05-18
mungbean,Groundwater,6,3.07745745366972,12.966578148841,2025-05-18
mungbean,River,6,4.52680920571774,65.7274554933207,2025-05-18
mungbean,Groundwater,1,4.08205728983861,72.7458421999626,2025-05-18
mungbean,River,6,1.40810271593817,0.101104178637601,2025-05-18
mungbean,Groundwater,1,4.00057055068571,19.6912958850849,2025-05-18
mungbean,Recycled,4,3.30266030918078,66.6305795167167,2025-05-25
mungbean,River,2,4.67301920261397,76.2506119297171,2025-05-25
mungbean,Recycled,6,2.95441882779375,23.4292890030956,2025-05-25
mungbean,Groundwater,1,4.90471163517554,64.0771668322504,2025-05-25
mungbean,Groundwater,4,2.93485475236927,26.2345480665055,2025-05-25
mungbean,Groundwater,6,2.24847221964361,18.7051489269666,2025-05-25
mungbean,Groundwater,4,1.70544938202593,44.772869528343,2025-05-25
mungbean,Recycled,1,2.48104917073492,12.3598110773698,2025-06-01
mungbean,Groundwater,1,2.67346702744344,46.7004132588324,2025-06-01
mungbean,Groundwater,6,1.74615632647438,41.4219904052501,2025-06-01
mungbean,River,5,3.66231290258726,83.0627428504459,2025-06-01
mungbean,Recycled,1,2.35023905388781,7.67126736417079,2025-06-01
mungbean,Recycled,4,4.9505689386458,26.2943339938457,2025-06-01
mungbean,Groundwater,4,1.85107706642967,65.6674908892635,2025-06-01
mungbean,River,2,3.5592219186069,29.0259462849347,2025-06-08
mungbean,Recycled,3,2.33123901059689,14.4658034941862,2025-06-08
mungbean,River,4,4.84473822364344,35.524133895293,2025-06-08
mungbean,River,4,2.43751287678415,9.0003407234906,2025-06-08
mungbean,Groundwater,1,3.29867992853875,29.2355721649105,2025-06-08
mungbean,River,5,2.75453569437922,50.0944689787723,2025-06-08
mungbean,River,3,3.81133462630897,25.8437216357576,2025-06-08
mungbean,Recycled,3,4.12827598869223,71.0575175612181,2025-06-15
mungbean,Recycled,4,4.62812297046926,29.2057603748955,2025-06-15
mungbean,Recycled,4,3.61116763273064,80.5788544351989,2025-06-15
mungbean,Groundwater,6,1.00210632393224,42.175337946553,2025-06-15
mungbean,Recycled,3,1.3884052850005,20.3121281298312,2025-06-15
mungbean,River,1,1.52414433882925,9.315582959203,2025-06-15
mungbean,Recycled,1,3.89470937719802,12.9495669205445,2025-06-15
mungbean,Groundwater,4,3.17794505412965,69.7682262384509,2025-06-22
mungbean,Recycled,4,3.44226902915647,77.70959981791,2025-06-22
mungbean,River,6,2.06203926090985,56.6419862591855,2025-06-22
mungbean,Groundwater,3,3.24703204810339,24.3960294381744,2025-06-22
mungbean,Groundwater,4,4.11582027804375,17.4696410276787,2025-06-22
mungbean,Groundwater,5,2.69827241385443,63.9046464000871,2025-06-22
mungbean,Groundwater,2,3.82408256004098,44.4298495281969,2025-06-22
mungbean,Recycled,4,4.80052050815279,6.58066089497401,2025-06-29
mungbean,River,3,4.50614964958576,88.1913155936614,2025-06-29
mungbean,Groundwater,1,1.4956908918261,6.15865385569486,2025-06-29
mungbean,Recycled,3,1.33848417595761,63.8836941962739,2025-06-29
mungbean,River,2,3.93247978859969,11.7386762271596,2025-06-29
mungbean,Recycled,3,3.84256188671099,82.5150770128963,2025-06-29
mungbean,Recycled,1,3.1782334013783,68.487986179795,2025-06-29
mungbean,River,3,1.68571647217187,3.77542544831783,2025-07-06
mungbean,Recycled,1,4.36928066084847,85.8635570141738,2025-07-06
mungbean,River,6,1.00987931586693,4.39836965385628,2025-07-06
mungbean,River,3,4.69693479549108,67.0888155040602,2025-07-06
mungbean,Groundwater,1,2.09671413381935,72.4272209082929,2025-07-06
mungbean,River,4,2.62919181743585,69.5731261861368,2025-07-06
mungbean,River,4,2.02719504307092,52.6843743063509,2025-07-06
mungbean,Groundwater,4,4.94928910534593,47.2046082065905,2025-07-13
mungbean,Recycled,2,4.06845660754917,28.9396119081993,2025-07-13
mungbean,River,6,3.1040338209845,69.6835785083355,2025-07-13
mungbean,River,1,1.76441575746818,12.5610582575469,2025-07-13
mungbean,River,3,2.67234075911016,40.3368875882043,2025-07-13
mungbean,Groundwater,1,4.84095195822511,45.8749524534074,2025-07-13
mungbean,River,1,1.91324900327894,49.4078986652478,2025-07-13
mungbean,Recycled,2,4.12519758642483,72.6884121998306,2025-07-20
mungbean,Groundwater,4,4.55253872477149,44.6037905262367,2025-07-20
mungbean,Recycled,5,2.7430766915677,44.4832372103179,2025-07-20
mungbean,Groundwater,2,2.25238271379547,28.5640275509345,2025-07-20
mungbean,Groundwater,6,1.16925047757183,12.9600666837721,2025-07-20
mungbean,River,1,2.5448077798919,80.9612638647855,2025-07-20
blackgram,River,4,4.64724365749486,71.5197743887691,2025-01-05
blackgram,Groundwater,6,2.47658950954211,40.6021014240295,2025-01-05
blackgram,Groundwater,2,3.78823743806608,90.8533043258458,2025-01-05
blackgram,Groundwater,4,2.93441793328264,10.2557490619084,2025-01-05
blackgram,Recycled,6,1.14306331954908,16.0008266650749,2025-01-05
blackgram,Recycled,3,4.91622073742439,17.6732871455449,2025-01-12
blackgram,Recycled,1,1.25556425397104,49.176820732934,2025-01-12
blackgram,Recycled,4,3.03680057340163,37.1180524015701,2025-01-12
blackgram,Recycled,6,2.613095409144,68.6818056342921,2025-01-12
blackgram,Groundwater,6,1.67970211129644,44.0953695782106,2025-01-12
blackgram,Recycled,2,2.76012843716606,68.0808223926237,2025-01-12
blackgram,Groundwater,1,1.59393815112239,70.7210171383891,2025-01-12
blackgram,River,2,4.66515107180828,67.0730144889579,2025-01-19
blackgram,Groundwater,6,4.76246135702345,93.9768373160148,2025-01-19
blackgram,Groundwater,3,2.10269045315961,89.8077406300342,2025-01-19
blackgram,Groundwater,4,4.04172382290963,13.5574312888928,2025-01-19
blackgram,Groundwater,1,3.38455344853176,80.3856593430933,2025-01-19
blackgram,River,2,3.64455750554889,18.1006031409093,2025-01-19
blackgram,Groundwater,5,3.2505096470318,35.7513681505204,2025-01-19
blackgram,River,6,2.80502229419088,16.7586961679696,2025-01-26
blackgram,River,4,2.35874814398482,52.4209873516692,2025-01-26
blackgram,Recycled,6,4.23986192581378,87.7477258829649,2025-01-26
blackgram,Groundwater,3,3.9889685077603,21.1549194700709,2025-01-26
blackgram,Recycled,5,2.38361519160735,36.9526317770802,2025-01-26
blackgram,River,4,4.65502884410886,51.977556842911,2025-01-26
blackgram,Recycled,3,1.91304877052793,99.4694101179968,2025-01-26
blackgram,Groundwater,2,2.95141031025681,62.3681091949979,2025-02-02
blackgram,River,2,2.17138533245993,14.9026985340949,2025-02-02
blackgram,Recycled,6,2.39921549775407,18.1193514505125,2025-02-02
blackgram,Groundwater,2,3.7638233813163,17.1428402972187,2025-02-02
blackgram,Recycled,1,4.3467725681222,64.6979066635169,2025-02-02
blackgram,Recycled,3,1.78051247828824,15.4029501313665,2025-02-02
blackgram,Groundwater,4,3.26453936290087,65.7923281028592,2025-02-02
blackgram,River,1,1.1966515983905,69.8598123089814,2025-02-09
blackgram,Groundwater,6,4.45677585137663,11.9107464250312,2025-02-09
blackgram,River,3,4.97402483395618,91.1139680084242,2025-02-09
blackgram,Recycled,6,2.95383087059131,67.1982222666451,2025-02-09
blackgram,Recycled,1,3.40812122715856,89.3200960941178,2025-02-09
blackgram,Recycled,2,1.34298648024528,83.3247121944187,2025-02-09
blackgram,Recycled,3,1.18276724896873,63.5229989096202,2025-02-09
blackgram,River,6,3.25048435524318,63.8199692407998,2025-02-16
blackgram,River,6,4.89907246168076,34.9973151305362,2025-02-16
blackgram,Recycled,5,1.65745696584897,84.1137491103471,2025-02-16
blackgram,Recycled,6,1.8455052345589,37.404781748553,2025-02-16
blackgram,River,2,3.8748187219622,39.2337722796795,2025-02-16
blackgram,River,5,4.50601411293847,33.033120498527,2025-02-16
blackgram,River,5,1.99814167057786,61.7300528726886,2025-02-16
blackgram,Groundwater,4,4.84773923508363,95.7936513539292,2025-02-23
blackgram,River,5,3.94706316592203,62.0572422404422,2025-02-23
blackgram,Groundwater,4,2.79149952028475,69.8060518326831,2025-02-23
blackgram,Groundwater,6,4.55687612217328,30.3892160097173,2025-02-23
blackgram,River,2,4.81977240220158,53.6798387763393,2025-02-23
blackgram,Groundwater,3,1.33853935652696,78.7342732413974,2025-02-23
blackgram,Groundwater,5,2.18612979715064,78.0627405176488,2025-02-23
blackgram,Recycled,2,1.6279709547624,34.3236523828076,2025-03-02
blackgram,Groundwater,2,3.89058390329777,49.9238124854736,2025-03-02
blackgram,Groundwater,2,2.98292357198612,63.2743680163583,2025-03-02
blackgram,Recycled,6,4.78144459833386,5.92196017166128,2025-03-02
blackgram,Groundwater,4,3.09927305592388,46.3151032998767,2025-03-02
blackgram,Groundwater,6,2.70744308707411,88.4314278262844,2025-03-02
blackgram,Groundwater,5,2.47615347821478,65.8144512106195,2025-03-02
blackgram,River,6,4.77884127324129,30.3897767455616,2025-03-09
blackgram,River,4,1.20050549534061,62.2347857673636,2025-03-09
blackgram,Groundwater,6,2.70988295789315,57.2412225716201,2025-03-09
blackgram,River,1,4.72353730324693,85.4888846980033,2025-03-09
blackgram,Groundwater,4,2.99644040453645,64.2183452353735,2025-03-09
blackgram,Recycled,1,3.18043567746039,48.2364775783243,2025-03-09
blackgram,River,4,1.43393214775033,1.61285391190432,2025-03-09
blackgram,Recycled,2,2.35692484686433,46.4971940770443,2025-03-16
blackgram,River,4,4.41294050381907,96.7559418192847,2025-03-16
blackgram,Recycled,4,2.16996894845944,82.755005274053,2025-03-16
blackgram,Recycled,6,2.42650280963209,42.8137532356215,2025-03-16
blackgram,Recycled,2,1.01269055601096,92.55059076302,2025-03-16
blackgram,River,4,1.03990649439274,49.2585429242345,2025-03-16
blackgram,Recycled,3,1.31715301040246,98.7705488516179,2025-03-16
blackgram,Groundwater,5,3.9965157813275,93.49342720795,2025-03-23
blackgram,Groundwater,1,1.9836150212274,45.6499732701953,2025-03-23
blackgram,River,5,4.04620561178568,26.6225757924494,2025-03-23
blackgram,Recycled,1,1.46020243820629,94.3026980108251,2025-03-23
blackgram,Recycled,5,2.45412717182445,23.7119704237664,2025-03-23
blackgram,Groundwater,5,4.05569408994941,75.6938645373509,2025-03-23
blackgram,River,5,2.29129610473607,89.4053472626864,2025-03-23
blackgram,Recycled,3,4.08919849564705,6.66126795828004,2025-03-30
blackgram,River,1,4.16673271848086,62.5574092258753,2025-03-30
blackgram,River,5,3.94237480265046,4.26812710283359,2025-03-30
blackgram,Recycled,5,4.48760538982631,42.2691445424166,2025-03-30
blackgram,River,2,4.14549712573333,65.5643894813797,2025-03-30
blackgram,Recycled,5,1.93301392111397,29.3001115498357,2025-03-30
blackgram,River,5,1.27973695758077,97.9625447042431,2025-03-30
blackgram,Recycled,2,1.18270821422056,32.0629754310109,2025-04-06
blackgram,River,2,1.00531753855194,14.5273546189767,2025-04-06
blackgram,River,2,1.62682540698905,22.5960875176442,2025-04-06
blackgram,Recycled,2,2.05844584241872,65.3132057886392,2025-04-06
blackgram,River,6,1.48128347199112,43.2397068647864,2025-04-06
blackgram,Groundwater,3,2.28584185692361,53.1291353268507,2025-04-06
blackgram,Recycled,1,4.70000416771123,95.4328586284362,2025-04-06
blackgram,Recycled,2,3.02992462188776,13.2251735005434,2025-04-13
blackgram,Recycled,6,3.34084890019025,75.2816911091412,2025-04-13
blackgram,Groundwater,1,4.3942971372772,88.4846455727632,2025-04-13
blackgram,River,1,2.82255382841573,75.6193376578585,2025-04-13
lentil,River,3,3.50429437032935,24.8849300267188,2025-01-05
lentil,Recycled,1,2.31080458970054,97.7555205425982,2025-01-05
lentil,Recycled,2,4.0685573249955,50.1518223636813,2025-01-05
lentil,Groundwater,2,1.12206603218997,65.4184010210976,2025-01-05
lentil,River,5,1.29911795321585,62.3784367473632,2025-01-05
